call_id,destination_person_id,source_person_id,account_age,account_state,occupation,language,call_direction,call_duration,call_outcome,call_end_date,call_topics,call_topic_group
2826994,134577,265376,309,In Repayment,Farmer,Luganda,Incoming,3.35,Call Resolved,10/25/17 17:50,Code Not Received,Codes
2826995,337985,381611,1,In Repayment,Farmer,Lusoga,Incoming,1.93,Call Resolved,10/25/17 17:49,Code Not Received,Codes
2826998,134529,161827,631,Complete,Farmer,Luganda,Incoming,8.35,Call Resolved,10/25/17 17:51,Advance Code,Codes
2826999,96157,260982,315,In Repayment,NGO Worker,Lunyankore,Incoming,2.93,Call Resolved,10/25/17 17:51,Redeem Code,Codes
2827000,116930,169339,593,In Repayment,Farmer,Lutooro,Incoming,3.47,Call Resolved,10/25/17 17:51,Advance Code,Codes
2827001,124260,247579,335,In Repayment,Farmer,Lunyankore,Incoming,2.08,Call Resolved,10/25/17 17:51,Payment procedure information request,Finance
2827003,124276,4916,717,Complete,Other,English,Incoming,4.35,Call Resolved,10/25/17 17:53,Account Association,Sales
2827004,96157,264205,310,In Repayment,Carpenter,Rukiga,Incoming,0.95,Call Unresolved,10/25/17 17:53,Call Dropped,Other
2827005,338347,75730,853,Complete,Small Business Owner,Luganda,Incoming,5.03,Call Resolved,10/25/17 17:53,Interested in Upgrades,Sales
2827006,116930,201644,161,In Repayment,Farmer,Lukonjo,Incoming,1.88,Call Resolved,10/25/17 17:54,General Question,General 
2827007,154374,357306,65,In Repayment,Boda Boda,Ateso,Incoming,1.9,Call Resolved,10/25/17 17:54,Advance Code,Codes
2827008,134577,375279,15,In Repayment,Farmer,Luganda,Incoming,1.17,Call Resolved,10/25/17 17:54,Call Dropped,Other
2827009,96161,356378,67,In Repayment,Teacher,Lugbara,Incoming,12.6,Call Resolved,10/25/17 17:54,Code Entry Support,Codes
2827010,337985,382053,0,In Repayment,Farmer,Lunyoro,Incoming,3.47,Call Resolved,10/25/17 17:54,Account Association,Sales
2827012,86394,126004,706,Complete,Market Trader,Luganda,Incoming,16.17,Call Resolved,10/25/17 17:55,"Balance Inquiry, Accessory Sale",Finance
2827014,157415,381782,0,In Repayment,Small Business Owner,Lusoga,Incoming,11.15,Call Resolved,10/25/17 17:55,TV Technical,Accessory Technical Issue
2827015,338079,243140,343,In Repayment,Farmer,Acholi,Incoming,2.97,Call Resolved,10/25/17 17:52,Call Dropped,Other
2827016,77891,341697,91,In Repayment,Farmer,Luganda,Incoming,4.53,Call Resolved,10/25/17 17:55,Code request,Codes
2827018,114148,340132,94,In Repayment,Small Business Owner,Luganda,Incoming,8.3,Call Resolved,10/25/17 17:57,"Code Not Received, Account Modifications",Codes
2827019,338063,228886,379,In Repayment,Boda Boda,Luganda,Incoming,8.2,Call Resolved,10/25/17 17:57,Balance Inquiry,Finance
2827020,51846,309516,153,In Repayment,Market Trader,Lusoga,Incoming,5.68,Call Resolved,10/25/17 17:56,RP Remote Technical,Accessory Technical Issue
2827021,116273,248628,334,In Repayment,Market Trader,Lunyankore,Incoming,11.13,Call Resolved,10/25/17 17:58,General Question,General 
2827022,134577,150036,664,In Repayment,Small Business Owner,Luganda,Incoming,2.78,Call Resolved,10/25/17 17:58,Call Dropped,Other
2827023,116930,194809,498,In Repayment,Small Business Owner,Lukonjo,Incoming,3.83,Call Resolved,10/25/17 17:58,General Question,General 
2827025,337985,198588,149,In Repayment,Farmer,Lugwere,Incoming,2.58,Call Resolved,10/25/17 17:58,Code Not Received,Codes
2827026,86394,377901,9,In Repayment,Other,Luganda,Incoming,2.38,Call Resolved,10/25/17 17:58,"Code request, Technical product inquiry ",Codes
2827029,157497,264471,310,In Repayment,Farmer,Lukonjo,Incoming,9.93,Call Resolved,10/25/17 17:59,Advance Code,Codes
2827031,338079,297718,205,In Repayment,Other,Lango,Incoming,2.93,Call Resolved,10/25/17 17:59,Redeem Code,Codes
2827032,154374,49998,265,In Repayment,Carpenter,Ateso,Incoming,1.7,Call Resolved,10/25/17 18:00,Advance Code,Codes
2827033,338347,372064,27,In Repayment,Small Business Owner,Luganda,Incoming,4.25,Call Resolved,10/25/17 18:00,Code Not Received,Codes
2827034,96157,186948,527,In Repayment,Farmer,Lunyankore,Incoming,5.47,Call Resolved,10/25/17 18:00,Advance Code,Codes
2827035,338338,223223,396,In Repayment,Market Trader,Luganda,Incoming,8.53,Call Resolved,10/25/17 18:00,Code Not Received,Codes
2827036,116273,264205,310,In Repayment,Carpenter,Rukiga,Incoming,1.95,Call Unresolved,10/25/17 18:00,Call Dropped,Other
2827037,134529,354116,71,In Repayment,Farmer,Luganda,Incoming,3.15,Call Resolved,10/25/17 17:59,"Code Entry Support, Call Dropped",Codes
2827040,96161,195609,495,In Repayment,Fisherman,Alur,Incoming,5.95,Call Resolved,10/25/17 18:01,Advance Code,Codes
2827041,338347,119031,721,Complete,Market Trader,Luganda,Incoming,0.97,Call Resolved,10/25/17 18:01,Ended Call- Hearing/Speaking Issues,Other
2827043,86394,382253,0,In Repayment,Farmer,Ateso,Incoming,3.02,Call Resolved,10/25/17 18:02,Account Association,Sales
2827044,116930,207067,447,In Repayment,Farmer,Lukonjo,Incoming,2.52,Call Resolved,10/25/17 18:02,Code Not Received,Codes
2827045,337985,127520,702,Complete,Farmer,Lusoga,Incoming,3.53,Call Resolved,10/25/17 18:02,Code Not Received,Codes
2827046,51846,199815,480,In Repayment,Other,Lugwere,Incoming,3.27,Call Resolved,10/25/17 18:01,Upgrade,Sales
2827048,124260,306125,162,In Repayment,Farmer,Lunyankore,Incoming,8.65,Call Resolved,10/25/17 18:02,Advance Code,Codes
2827049,134577,130558,695,Complete,Cattle Trader,Luganda,Incoming,2.88,Call Resolved,10/25/17 18:02,Ongoing Promotion,Accounts
2827050,96157,274125,206,In Repayment,Accountant,Lunyankore,Incoming,2.13,Call Resolved,10/25/17 18:02,Code Not Received,Codes
2827051,124276,264204,310,In Repayment,Farmer,Lumasaba,Incoming,3.3,Call Resolved,10/25/17 18:02,"Code Not Received, Code request",Codes
2827052,338079,371141,31,In Repayment,Farmer,Lango,Incoming,1.92,Call Resolved,10/25/17 18:01,Code Entered Late,Codes
2827054,77891,376369,13,In Repayment,Farmer,Luganda,Incoming,6.93,Call Resolved,10/25/17 18:03,Technical product inquiry ,Technical/ Battery Performance
2827055,108347,215891,94,In Repayment,Farmer,Lumasaba,Incoming,14.17,Call Resolved,10/25/17 18:03,Code Entered Late,Codes
2827056,96161,238413,352,In Repayment,Farmer,English,Incoming,2.75,Call Resolved,10/25/17 18:04,Code Entered Late,Codes
2827057,338347,312143,147,In Repayment,Small Business Owner,Luganda,Incoming,2.18,Call Resolved,10/25/17 18:04,Code Not Received,Codes
2827058,134577,359909,61,In Repayment,Farmer,Luganda,Incoming,1.57,Call Resolved,10/25/17 18:05,Ended Call- Hearing/Speaking Issues,Other
2827059,157497,84427,831,In Repayment,Farmer,Luganda,Incoming,3.53,Call Resolved,10/25/17 18:05,Code Not Received,Codes
2827060,116273,250198,331,In Repayment,Small Business Owner,Lunyankore,Incoming,4.05,Call Resolved,10/25/17 18:05,Advance Code,Codes
2827061,338347,42202,954,In Repayment,Small Business Owner,Luganda,Incoming,0.65,Call Resolved,10/25/17 18:05,Ended Call- Hearing/Speaking Issues,Other
2827062,124276,302415,176,In Repayment,Government / Civil Servant,Lumasaba,Incoming,1.73,Call Resolved,10/25/17 18:05,"Code Not Received, Code request",Codes
2827064,338063,310413,151,In Repayment,Small Business Owner,Luganda,Incoming,8.37,Call Resolved,10/25/17 18:06,Code Entered Late,Codes
2827067,114148,375279,15,In Repayment,Farmer,Luganda,Incoming,9.3,Call Resolved,10/25/17 18:07,MM Issue,Finance
2827068,86394,251712,329,In Repayment,Herbalist,Luganda,Incoming,3.48,Call Resolved,10/25/17 18:07,"General Question, Payment procedure information request",General 
2827071,96161,80115,842,In Repayment,Small Business Owner,English,Incoming,2.87,Call Resolved,10/25/17 18:08,Advance Code,Codes
2827074,337985,162122,630,In Repayment,Other,Lusoga,Incoming,5.08,Call Resolved,10/25/17 18:08,General Question,General 
2827075,154374,283098,267,Cancelled,MM Agent,English,Incoming,5.15,Call Resolved,10/25/17 18:08,Account Association,Sales
2827076,157415,35403,750,Complete,Farmer,English,Incoming,4.62,Call Resolved,10/25/17 18:06,Drains Quickly,Technical/ Battery Performance
2827077,116930,275806,289,In Repayment,Shop Keeper,Lunyoro,Incoming,1.58,Call Resolved,10/25/17 18:08,Code Not Received,Codes
2827078,124260,153882,644,In Repayment,Construction,Lunyankore,Incoming,0.97,Call Resolved,10/25/17 18:08,Payment inquiry,Finance
2827080,157397,377475,10,In Repayment,Construction,English,Incoming,19.3,Call Resolved,10/25/17 18:09,Mistaken Payment,Finance
2827081,338079,146171,672,In Repayment,Boda Boda,Lango,Incoming,3.78,Call Resolved,10/25/17 18:07,Payment inquiry,Finance
2827083,134529,158023,642,Complete,,Luganda,Incoming,9.27,Call Resolved,10/25/17 18:10,"General Question, Interested in Upgrades",General 
2827084,124276,321742,124,In Repayment,Small Business Owner,Luganda,Incoming,0.93,Call Resolved,10/25/17 18:09,"Code Not Received, Code request",Codes
2827085,116273,264205,310,In Repayment,Carpenter,Rukiga,Incoming,3.77,Call Resolved,10/25/17 18:09,Lockout Date Inquiry,Accounts
2827087,86394,12212,147,In Repayment,Boda Boda,Luganda,Incoming,3.08,Call Resolved,10/25/17 18:11,"MM Issue, Advance Code",Finance
2827088,96161,204666,451,In Repayment,MM Agent,Samia,Incoming,2.9,Call Resolved,10/25/17 18:11,"Code Not Received, Ended Call- Hearing/Speaking Issues",Codes
2827089,338347,350747,77,In Repayment,Farmer,Luganda,Incoming,0.28,Call Resolved,10/25/17 18:11,Call Dropped,Other
2827090,338068,280322,277,In Repayment,Teacher,Luganda,Incoming,3.57,Call Resolved,10/25/17 18:11,Customer NOT with PS,Technical/ Battery Performance
2827091,154374,110620,492,Complete,Carpenter,Ateso,Incoming,2.87,Call Resolved,10/25/17 18:12,Code request,Codes
2827093,134577,381099,2,In Repayment,Other,Luganda,Incoming,4.02,Call Resolved,10/25/17 18:12,Call Dropped,Other
2827094,338063,310250,151,In Repayment,Other,Luganda,Incoming,5.85,Call Resolved,10/25/17 18:13,Code Not Received,Codes
2827095,381099,134577,2,In Repayment,Other,Luganda,Outgoing,1.43,Call Resolved,10/25/17 18:14,"Ended Call- Hearing/Speaking Issues, Customer Follow Up",Other
2827097,154374,55231,568,Complete,Construction,English,Incoming,2.33,Call Resolved,10/25/17 18:15,Redeem Code,Codes
2827098,86394,167700,601,In Repayment,Farmer,Luganda,Incoming,3.45,Call Resolved,10/25/17 18:15,Payment procedure information request,Finance
2827099,124276,61274,450,In Repayment,Small Business Owner,English,Incoming,2.93,Call Resolved,10/25/17 18:14,Advance Code,Codes
2827100,338079,146171,672,In Repayment,Boda Boda,Lango,Incoming,-25149255.92,Call Resolved,01-01-70 0:00,Call Dropped,Other
2827101,116273,270358,305,In Repayment,Small Business Owner,Lunyankore,Incoming,4.88,Call Resolved,10/25/17 18:16,Code Not Received,Codes
2827102,337985,172066,583,In Repayment,Farmer,Lusoga,Incoming,7.13,Call Resolved,10/25/17 18:16,Redeem Code,Codes
2827103,124260,375106,16,In Repayment,Farmer,Lunyankore,Incoming,0.95,Call Resolved,10/25/17 18:16,Ended Call- Hearing/Speaking Issues,Other
2827104,77891,260814,315,In Repayment,Farmer,Luganda,Incoming,10.3,Call Resolved,10/25/17 18:15,Referral bonus not received,Accounts
2827105,338338,119031,721,Complete,Market Trader,Luganda,Incoming,9.9,Call Resolved,10/25/17 18:17,Code Entry Support,Codes
2827106,154374,176086,567,In Repayment,Farmer,Ateso,Incoming,1.7,Call Resolved,10/25/17 18:17,Advance Code,Codes
2827107,146171,338079,672,In Repayment,Boda Boda,Lango,Outgoing,0.47,Call Resolved,10/25/17 18:16,Customer Follow Up,Other
2827108,116273,375106,16,In Repayment,Farmer,Lunyankore,Incoming,0.85,Call Unresolved,10/25/17 18:17,Call Dropped,Other
2827109,96161,329319,113,In Repayment,Boda Boda,Kupsabiiny,Incoming,5.98,Call Resolved,10/25/17 18:18,Code Not Received,Codes
2827110,134577,364831,54,In Repayment,Small Business Owner,Luganda,Incoming,3.02,Call Resolved,10/25/17 18:18,Code Not Received,Codes
2827111,116930,368521,42,In Repayment,Teacher,Lunyoro,Incoming,5.38,Call Resolved,10/25/17 18:18,Technical product inquiry ,Technical/ Battery Performance
2827113,96161,204666,451,In Repayment,MM Agent,Samia,Incoming,0.33,Call Unresolved,10/25/17 18:19,Ended Call- Hearing/Speaking Issues,Other
2827117,116273,308170,156,In Repayment,Farmer,Lunyankore,Incoming,1.18,Call Unresolved,10/25/17 18:19,Call Dropped,Other
2827118,157397,361093,59,In Repayment,Small Business Owner,Lugbara,Incoming,9.53,Call Resolved,10/25/17 18:19,Ongoing Promotion,Accounts
2827119,338338,381099,2,In Repayment,Other,Luganda,Incoming,2.45,Call Resolved,10/25/17 18:20,Call Dropped,Other
2827121,154374,361201,59,In Repayment,Farmer,Ateso,Incoming,2.45,Call Resolved,10/25/17 18:20,Advance Code,Codes
2827122,86394,280322,277,In Repayment,Teacher,Luganda,Incoming,4.45,Call Resolved,10/25/17 18:20,RP Remote Technical,Accessory Technical Issue
2827123,96157,136244,684,In Repayment,Small Business Owner,Lunyankore,Incoming,6.83,Call Resolved,10/25/17 18:20,Code Entry Support,Codes
2827124,338079,241956,345,In Repayment,Small Business Owner,Acholi,Incoming,2.82,Call Resolved,10/25/17 18:20,Advance Code,Codes
2827126,337985,365953,50,In Repayment,Boda Boda,Lugwere,Incoming,4.93,Call Resolved,10/25/17 18:21,Advance Code,Codes
2827127,338079,204666,451,In Repayment,MM Agent,Samia,Incoming,0.72,Call Resolved,10/25/17 18:22,Ended Call- Hearing/Speaking Issues,Other
2827128,338347,345357,86,In Repayment,Farmer,Luganda,Incoming,9.95,Call Resolved,10/25/17 18:22,Unexpected Error Mode,Technical/ Battery Performance
2827129,124260,244647,341,In Repayment,Other,Lunyankore,Incoming,4.42,Call Resolved,10/25/17 18:22,Drains Quickly,Technical/ Battery Performance
2827130,380715,51846,2,In Repayment,Farmer,Lusoga,Outgoing,2.57,Call Resolved,10/25/17 18:22,Vetting,Sales
2827131,77891,45039,944,Complete,Farmer,Luganda,Incoming,5.37,Call Resolved,10/25/17 18:22,Code request,Codes
2827132,338068,362042,58,In Repayment,Small Business Owner,Luganda,Incoming,10.05,Call Resolved,10/25/17 18:22,Code Entered Late,Codes
2827136,157415,362953,56,In Repayment,Boda Boda,Luganda,Incoming,13.95,Call Resolved,10/25/17 18:23,Payment inquiry,Finance
2827137,157497,223744,395,In Repayment,Fisherman,Luganda,Incoming,4.27,Call Resolved,10/25/17 18:24,Advance Code,Codes
2827138,124260,289822,239,In Repayment,Boda Boda,Lunyankore,Incoming,1.35,Call Resolved,10/25/17 18:25,Call Dropped,Other
2827139,134529,167700,601,In Repayment,Farmer,Luganda,Incoming,1.9,Call Resolved,10/25/17 18:24,Payment procedure information request,Finance
2827142,114148,164612,621,Complete,Farmer,Luganda,Incoming,2.68,Call Resolved,10/25/17 18:26,General Question,General 
2827143,338347,194288,308,In Repayment,Farmer,Luganda,Incoming,3.48,Call Resolved,10/25/17 18:26,Advance Code,Codes
2827144,157397,370595,33,In Repayment,Mechanic / Technician,Lugbara,Incoming,6.02,Call Resolved,10/25/17 18:26,Code Entry Support,Codes
2827145,338338,193888,502,In Repayment,Small Business Owner,Luganda,Incoming,5.05,Call Resolved,10/25/17 18:27,Redeem Code,Codes
2827146,89582,277426,285,In Repayment,Farmer,Luganda,Incoming,6.03,Call Resolved,10/25/17 18:27,Service Center Enquiry,General 
2827147,338079,323870,121,In Repayment,Teacher,English,Incoming,2.15,Call Resolved,10/25/17 18:25,RP Remote Technical,Accessory Technical Issue
2827148,114148,202718,466,In Repayment,Farmer,Luganda,Incoming,0.5,Call Unresolved,10/25/17 18:27,Ended Call- Hearing/Speaking Issues,Other
2827150,124276,336226,99,In Repayment,Tailor,Lumasaba,Incoming,1.82,Call Resolved,10/25/17 18:27,Advance Code,Codes
2827151,157415,180267,551,Complete,Farmer,Luganda,Incoming,2.47,Call Resolved,10/25/17 18:27,Call Dropped,Other
2827153,116273,308170,156,In Repayment,Farmer,Lunyankore,Incoming,4.23,Call Resolved,10/25/17 18:28,Code Not Received,Codes
2827154,124276,319969,127,In Repayment,Farmer,Lumasaba,Incoming,1.08,Call Resolved,10/25/17 18:29,"Code Not Received, Code request",Codes
2827155,124260,202504,467,In Repayment,Market Trader,Lunyoro,Incoming,3.63,Call Resolved,10/25/17 18:29,Advance Code,Codes
2827157,86394,381099,2,In Repayment,Other,Luganda,Incoming,8.68,Call Resolved,10/25/17 18:29,Technical product inquiry ,Technical/ Battery Performance
2827158,116930,382332,0,In Repayment,Farmer,Lusoga,Incoming,4.48,Call Resolved,10/25/17 18:30,Account Association,Sales
2827160,157497,169065,595,In Repayment,Farmer,Lugwere,Incoming,6.18,Call Resolved,10/25/17 18:31,Code Not Received,Codes
2827161,337985,156960,644,Complete,Small Business Owner,Lukonjo,Incoming,4.4,Call Resolved,10/25/17 18:30,ReadyRefer 3 Days Inquiry,Other
2827162,157397,168501,597,Complete,Market Trader,Rufumbira,Incoming,0.62,Call Resolved,10/25/17 18:31,Call transfer,Other
2827163,124276,354967,69,In Repayment,Mechanic / Technician,Lumasaba,Incoming,1.35,Call Resolved,10/25/17 18:31,Payment inquiry,Finance
2827164,338063,173613,578,In Repayment,Farmer,Luganda,Incoming,5.63,Call Resolved,10/25/17 18:32,Balance Inquiry,Finance
2827165,51846,188146,522,In Repayment,Boda Boda,Lusoga,Incoming,4.9,Call Resolved,10/25/17 18:31,Failed code,Codes
2827167,338347,180267,551,Complete,Farmer,Luganda,Incoming,1.72,Call Resolved,10/25/17 18:32,General Question,General 
2827168,338079,303472,170,In Repayment,Accountant,English,Incoming,1.55,Call Resolved,10/25/17 18:32,Redeem Code,Codes
2827169,157397,318375,131,In Repayment,Farmer,Rufumbira,Incoming,0.57,Call Resolved,10/25/17 18:33,Call transfer,Other
2827170,116273,264213,310,In Repayment,Farmer,Lunyankore,Incoming,3.98,Call Resolved,10/25/17 18:34,Advance Code,Codes
2827171,337985,375842,14,In Repayment,Farmer,Lugwere,Incoming,2.62,Call Resolved,10/25/17 18:34,Code Not Received,Codes
2827172,96157,380508,3,In Repayment,Farmer,Lunyankore,Incoming,8.67,Call Resolved,10/25/17 18:33,"Code Entered Late, Code Entry Support, Technical product inquiry ",Codes
2827173,134577,323699,121,In Repayment,Farmer,Luganda,Incoming,4.73,Call Resolved,10/25/17 18:34,Technical product inquiry ,Technical/ Battery Performance
2827174,338079,376174,13,In Repayment,Farmer,Lango,Incoming,0.22,Call Resolved,10/25/17 18:34,Call Dropped,Other
2827175,338068,339689,95,In Repayment,NGO Worker,Luganda,Incoming,9.17,Call Resolved,10/25/17 18:35,Technical product inquiry ,Technical/ Battery Performance
2827176,157497,159908,636,Complete,Shop Keeper,Luganda,Incoming,4.23,Call Resolved,10/25/17 18:35,General Question,General 
2827178,157397,311193,148,In Repayment,Other,Japadhola,Incoming,0.48,Call Resolved,10/25/17 18:36,Call transfer,Other
2827179,77891,377023,12,In Repayment,Other,Luganda,Incoming,8,Call Resolved,10/25/17 18:34,Payment procedure information request,Finance
2827180,114148,202718,466,In Repayment,Farmer,Luganda,Incoming,8.43,Call Resolved,10/25/17 18:36,Technical product inquiry ,Technical/ Battery Performance
2827182,338338,266145,308,In Repayment,Small Business Owner,Luganda,Incoming,9.12,Call Resolved,10/25/17 18:36,Code Not Received,Codes
2827183,124276,302415,176,In Repayment,Government / Civil Servant,Lumasaba,Incoming,3.32,Call Resolved,10/25/17 18:35,Failed code,Codes
2827185,204666,96161,451,In Repayment,MM Agent,Samia,Outgoing,17.27,Needs Repair / Replacement,10/25/17 18:36,"Customer Follow Up, RP Remote Technical",Other
2827186,338338,311193,148,In Repayment,Other,Japadhola,Incoming,0.58,Call Resolved,10/25/17 18:38,Prank Caller,Other
2827187,338063,217855,414,In Repayment,Farmer,Luganda,Incoming,6.47,Call Resolved,10/25/17 18:39,Payment inquiry,Finance
2827188,134529,339057,96,In Repayment,Teacher,English,Incoming,7.78,Call Resolved,10/25/17 18:38,Account Modifications,Accounts
2827189,77891,382331,0,In Repayment,Small Business Owner,Lusoga,Incoming,3.23,Call Resolved,10/25/17 18:40,Account Association,Sales
2827190,338079,376880,12,In Repayment,Small Business Owner,Acholi,Incoming,2.73,Call Resolved,10/25/17 18:39,Code request,Codes
2827191,338068,356825,66,In Repayment,Carpenter,Luganda,Incoming,2.97,Call Resolved,10/25/17 18:40,Ended Call- Hearing/Speaking Issues,Other
2827192,134577,222093,400,In Repayment,Farmer,Luganda,Incoming,5.2,Call Resolved,10/25/17 18:40,Redeem Code,Codes
2827193,51846,321988,124,In Repayment,Farmer,Lusoga,Incoming,2.15,Call Resolved,10/25/17 18:39,"18 Diode LED Light Bar Non-Technical, 3 Series LED Light Bar Non-Technical",Accessory Non-Technical Issue
2827194,89582,363824,55,In Repayment,Boda Boda,Luganda,Incoming,12.57,Call Resolved,10/25/17 18:40,"Call Dropped, SOC Jumps to Empty",Other
2827195,116930,318348,131,In Repayment,Teacher,Lunyoro,Incoming,1.43,Call Resolved,10/25/17 18:41,Code Not Received,Codes
2827196,116273,318375,131,In Repayment,Farmer,Rufumbira,Incoming,5.47,Call Resolved,10/25/17 18:40,"Technical product inquiry , Tentacle Charger Technical",Technical/ Battery Performance
2827198,134577,332352,105,In Repayment,Farmer,Luganda,Incoming,0.7,Call Resolved,10/25/17 18:41,Call Dropped,Other
2827200,96157,297198,208,In Repayment,Farmer,Lunyankore,Incoming,5.45,Call Resolved,10/25/17 18:41,Does Not Charge From Solar,Technical/ Battery Performance
2827202,157415,371676,28,In Repayment,Small Business Owner,Luganda,Incoming,12.92,Call Resolved,10/25/17 18:42,"Payment procedure information request, Account Modifications",Finance
2827205,337985,365465,51,In Repayment,Small Business Owner,Lusoga,Incoming,8.65,Call Resolved,10/25/17 18:43,Interested In ReadyPay,Sales
2827206,86394,247136,336,In Repayment,Market Trader,Lunyankore,Incoming,10.67,Call Resolved,10/25/17 18:44,9 Diode LED Light Bar Technical,Accessory Technical Issue
2827208,124260,214908,424,In Repayment,Farmer,Lutooro,Incoming,9.65,Call Resolved,10/25/17 18:44,Advance Code,Codes
2827210,157497,295867,212,In Repayment,Farmer,Luganda,Incoming,7.35,Call Unresolved,10/25/17 18:43,Call Dropped,Other
2827211,157397,347345,83,In Repayment,Farmer,Japadhola,Incoming,5.03,Call Resolved,10/25/17 18:44,Ongoing Promotion,Accounts
2827213,338079,382338,0,In Repayment,Small Business Owner,Luganda,Incoming,2.65,Call Resolved,10/25/17 18:45,Account Association,Sales
2827214,116273,289822,239,In Repayment,Boda Boda,Lunyankore,Incoming,0.43,Call Unresolved,10/25/17 18:45,Call Dropped,Other
2827216,134529,56203,901,Complete,Boda Boda,Luganda,Incoming,5.22,Call Resolved,10/25/17 18:45,School fee loan inquiry,Sales
2827219,51846,364775,53,In Repayment,Boda Boda,Lusoga,Incoming,2.48,Call Resolved,10/25/17 18:45,Customer NOT with PS,Technical/ Battery Performance
2827221,77891,356825,66,In Repayment,Carpenter,Luganda,Incoming,3.78,Call Resolved,10/25/17 18:46,Code request,Codes
2827222,157397,150024,664,Complete,Shop Keeper,English,Incoming,1.55,Call Resolved,10/25/17 18:46,Call Dropped,Other
2827223,96161,111514,41,In Repayment,Government / Civil Servant,English,Incoming,7.35,Call Resolved,10/25/17 18:46,Early Lockout,Codes
2827225,338347,16307,1043,Complete,Small Business Owner,Luganda,Incoming,3.07,Call Resolved,10/25/17 18:46,Advance Code,Codes
2827226,338079,376790,12,Cancelled,Boda Boda,Lango,Incoming,0.7,Call Resolved,10/25/17 18:47,Call Dropped,Other
2827227,96157,289822,239,In Repayment,Boda Boda,Lunyankore,Incoming,2.3,Call Resolved,10/25/17 18:47,Code Entry Support,Codes
2827228,114148,332352,105,In Repayment,Farmer,Luganda,Incoming,5.73,Call Resolved,10/25/17 18:48,Advance Code,Codes
2827230,51846,348275,82,In Repayment,Farmer,Lusoga,Incoming,0.03,Call Resolved,10/25/17 18:49,Ended Call- Hearing/Speaking Issues,Other
2827231,157397,290348,237,In Repayment,Farmer,Rufumbira,Incoming,0.2,Call Resolved,10/25/17 18:49,Call Dropped,Other
2827232,77891,203028,465,In Repayment,Small Business Owner,Luganda,Incoming,0.22,Call Resolved,10/25/17 18:49,Call Dropped,Other
2827236,157497,373104,11,In Repayment,Herbalist,Lusoga,Incoming,6.38,Call Resolved,10/25/17 18:51,"General Question, Call transfer",General 
2827237,116930,232090,369,In Repayment,Farmer,Rukiga,Incoming,4.3,Call Resolved,10/25/17 18:51,SMS Inquiry,Other
2827238,124276,325720,119,In Repayment,Farmer,Lumasaba,Incoming,3,Call Resolved,10/25/17 18:51,9 Diode LED Light Bar Technical,Accessory Technical Issue
2827239,86394,226414,388,Suspended,Other,Luganda,Incoming,2.22,Call Resolved,10/25/17 18:51,Call Dropped,Other
2827240,337985,364775,53,In Repayment,Boda Boda,Lusoga,Incoming,5.85,Call Resolved,10/25/17 18:52,Unexpected Error Mode,Technical/ Battery Performance
2827241,96157,222649,398,In Repayment,Farmer,Lunyankore,Incoming,0.58,Call Unresolved,10/25/17 18:51,Ended Call- Hearing/Speaking Issues,Other
2827243,51846,209906,438,In Repayment,Farmer,Lusoga,Incoming,0.2,Call Resolved,10/25/17 18:52,Ended Call- Hearing/Speaking Issues,Other
2827244,157397,322347,123,In Repayment,Other,Japadhola,Incoming,0.55,Call Resolved,10/25/17 18:52,Call Dropped,Other
2827245,89582,131575,693,In Repayment,Small Business Owner,Luganda,Incoming,7.02,Call Resolved,10/25/17 18:53,Advance Code,Codes
2827246,116273,358002,64,In Repayment,Market Trader,Rukiga,Incoming,3.03,Call Resolved,10/25/17 18:52,Refund Question,Finance
2827247,338068,365465,51,In Repayment,Small Business Owner,Lusoga,Incoming,5.08,Call Resolved,10/25/17 18:53,General Question,General 
2827248,338079,376790,12,Cancelled,Boda Boda,Lango,Incoming,5.7,Call Resolved,10/25/17 18:53,Code Not Received,Codes
2827249,134529,187121,526,In Repayment,Small Business Owner,Luganda,Incoming,0.62,Call Resolved,10/25/17 18:53,General Question,General 
2827251,157415,311939,147,In Repayment,Small Business Owner,Luganda,Incoming,4.47,Call Resolved,10/25/17 18:54,Redeem Code,Codes
2827252,338063,300987,185,In Repayment,Shop Keeper,Luganda,Incoming,4.65,Call Resolved,10/25/17 18:54,Balance Inquiry,Finance
2827253,108347,319969,127,In Repayment,Farmer,Lumasaba,Incoming,17.13,Call Resolved,10/25/17 18:54,"Balance Inquiry, Code Not Received",Finance
2827254,124276,382137,0,In Repayment,Boda Boda,Lumasaba,Incoming,1.4,Call Resolved,10/25/17 18:54,Payment inquiry,Finance
2827255,338079,148826,329,In Repayment,Small Business Owner,Lango,Incoming,1.17,Call Resolved,10/25/17 18:55,Call Dropped,Other
2827256,89582,190668,514,In Repayment,Market Trader,Luganda,Incoming,0.2,Call Resolved,10/25/17 18:55,Call Dropped,Other
2827257,77891,187121,526,In Repayment,Small Business Owner,Luganda,Incoming,0.58,Call Resolved,10/25/17 18:55,Ended Call- Hearing/Speaking Issues,Other
2827258,124260,188270,521,Complete,Construction,Rukiga,Incoming,7.13,Call Resolved,10/25/17 18:56,Code Entry Support,Codes
2827259,114148,203028,465,In Repayment,Small Business Owner,Luganda,Incoming,5.97,Call Resolved,10/25/17 18:56,Payment inquiry,Finance
2827260,157497,256436,321,In Repayment,Butcher,Luganda,Incoming,4.47,Call Resolved,10/25/17 18:57,SMS Inquiry,Other
